molecule_chembl_id,IC50,Units,SmilesValue,standard type,standard relation,document chembl id,assay description,assay type,activity id,pIC50
CHEMBL5930011,0.064,nM,COc1nc(-c2cccc(-c3cccc4c3CC[C@@H]4Nc3nc(OC)c(CN[C@@H](C)C(=O)O)nc3C(F)(F)F)c2Cl)ccc1CN1CC(O)C1,IC50,=,CHEMBL5727946,"PD-1/PD-L1 & CTLA/CD80 Biochemical Protein-Protein Interaction Assay: Compounds were tested in biochemical protein-protein interaction assays to determine if they can specifically block the interaction between the extracellular domains of PD-1/PD-L1 or CTLA/CD80. Binding of the protein pairs is measured using a bead based Amplified Luminescent Proximity Homogeneous Assay (ALPHA) platform. Binding of each protein pair results in proximity of the donor and acceptor beads which leads to an increase in ALPHA signal. Disruption of the protein-protein interaction with a test compound results in a decrease in ALPHA signal. Assays are performed in 25 mM Hepes (pH 7.4), 150 mM NaCl, 3.4 mM EDTA, 0.005% Tween 20, and 0.01% BSA. Final protein concentration in the assays were 0.3 nM (His tagged PD-L1), 2.5 nM (biotinylated Fc-PD-1), 1 nM (His tagged CTLA4) and 1 nM (biotinylated CD80). After an assay reaction time of 60 minutes at 25? C., binding was measured with addition of 20 ?g/mL ALPHA assay acceptor beads (anti-His coated) and 20 ?g/mL ALPHA assay donor beads (streptavidin coated). IC50 values were calculated from the fit of the dose-response curves to a four-parameter equation.",B,28103492,10.19382003
CHEMBL5930458,0.064,nM,COc1nc(-c2cccc(-c3cccc4c3CC[C@@H]4Oc3nc(OC)c(CN4CC[C@H](C(=O)NS(C)(=O)=O)C4)cc3Cl)c2Cl)ccc1CNC[C@@H]1CCC(=O)N1,IC50,=,CHEMBL5727946,"PD-1/PD-L1 & CTLA/CD80 Biochemical Protein-Protein Interaction Assay: Compounds were tested in biochemical protein-protein interaction assays to determine if they can specifically block the interaction between the extracellular domains of PD-1/PD-L1 or CTLA/CD80. Binding of the protein pairs is measured using a bead based Amplified Luminescent Proximity Homogeneous Assay (ALPHA) platform. Binding of each protein pair results in proximity of the donor and acceptor beads which leads to an increase in ALPHA signal. Disruption of the protein-protein interaction with a test compound results in a decrease in ALPHA signal. Assays are performed in 25 mM Hepes (pH 7.4), 150 mM NaCl, 3.4 mM EDTA, 0.005% Tween 20, and 0.01% BSA. Final protein concentration in the assays were 0.3 nM (His tagged PD-L1), 2.5 nM (biotinylated Fc-PD-1), 1 nM (His tagged CTLA4) and 1 nM (biotinylated CD80). After an assay reaction time of 60 minutes at 25? C., binding was measured with addition of 20 ?g/mL ALPHA assay acceptor beads (anti-His coated) and 20 ?g/mL ALPHA assay donor beads (streptavidin coated). IC50 values were calculated from the fit of the dose-response curves to a four-parameter equation.",B,28103855,10.19382003
CHEMBL5930717,0.123,nM,COc1nc(-c2cccc(-c3cccc(-c4cnc(CN5C[C@H](C)[C@@H](O)C5)c(OC)n4)c3Cl)c2Cl)cnc1CNC[C@@H]1CCC(=O)N1,IC50,=,CHEMBL5727827,"Biochemical Protein-Protein Interaction Assay: Compounds were tested in biochemical protein-protein interaction assays to determine if they can specifically block the interaction between the extracellular domains of PD-1/PD-L1 or CTLA/CD80. Binding of the protein pairs is measured using a bead based Amplified Luminescent Proximity Homogeneous Assay (ALPHA) platform. Binding of each protein pair results in proximity of the donor and acceptor beads which leads to an increase in ALPHA signal. Disruption of the protein-protein interaction with a test compound results in a decrease in ALPHA signal. Assays are performed in 25 mM Hepes (pH 7.4), 150 mM NaCl, 3.4 mM EDTA, 0.005% Tween 20, and 0.01% BSA. Final protein concentration in the assays were 0.3 nM (His tagged PD-L1), 2.5 nM (biotinylated Fc-PD-1), 1 nM (His tagged CTLA4) and 1 nM (biotinylated CD80). After an assay reaction time of 60 minutes at 25? C., binding was measured with addition of 20 ?g/mL ALPHA assay acceptor beads (anti-His coated) and 20 g/mL ALPHA assay donor beads (streptavidin coated). IC50 values were calculated from the fit of the dose-response curves to a four-parameter equation.",B,28036916,9.910094889
CHEMBL5930809,0.064,nM,COc1cc(-c2cccc(-c3cccc4c3CC[C@@H]4Oc3nc(OC)c(CN4CCC[C@@]4(C)C(=O)O)cc3C(F)(F)F)c2Cl)ccc1CNC[C@@H]1CCC(=O)N1,IC50,=,CHEMBL5727946,"PD-1/PD-L1 & CTLA/CD80 Biochemical Protein-Protein Interaction Assay: Compounds were tested in biochemical protein-protein interaction assays to determine if they can specifically block the interaction between the extracellular domains of PD-1/PD-L1 or CTLA/CD80. Binding of the protein pairs is measured using a bead based Amplified Luminescent Proximity Homogeneous Assay (ALPHA) platform. Binding of each protein pair results in proximity of the donor and acceptor beads which leads to an increase in ALPHA signal. Disruption of the protein-protein interaction with a test compound results in a decrease in ALPHA signal. Assays are performed in 25 mM Hepes (pH 7.4), 150 mM NaCl, 3.4 mM EDTA, 0.005% Tween 20, and 0.01% BSA. Final protein concentration in the assays were 0.3 nM (His tagged PD-L1), 2.5 nM (biotinylated Fc-PD-1), 1 nM (His tagged CTLA4) and 1 nM (biotinylated CD80). After an assay reaction time of 60 minutes at 25? C., binding was measured with addition of 20 ?g/mL ALPHA assay acceptor beads (anti-His coated) and 20 ?g/mL ALPHA assay donor beads (streptavidin coated). IC50 values were calculated from the fit of the dose-response curves to a four-parameter equation.",B,28103957,10.19382003
CHEMBL5930974,60,nM,COc1cc(/C=C/c2cccc(-c3ccccc3)c2C)cc(OC)c1CNC(CO)CO,IC50,=,CHEMBL5728605,"Homogeneous Time-Resolved Fluorescence (HTRF) Binding Assay: 1. The compound was formulated to 10 concentrations with a 3-fold gradient with 100% DMSO.2. The solution of the compound in DMSO was added to Dilute Buffer, mixed thoroughly, then transferred to a 96-well plate.3. PD-L1 was diluted with Dilute Buffer, then added to the above 96-well plate.4. PD-1 was diluted with Dilute Buffer and added to the above 96-well plate, which was then incubated at room temperature for 30 minutes.5. A portion of anti-tag1-Eu and a portion of anti-tag2-XL665 were added to Detection Buffer, mixed thoroughly and transferred to the above 96-well plate.6. The mixture in the above 96-well plate was incubated at room temperature for 1 to 24 hours.7. HTRF values were read with Envision.",B,28432742,7.22184875
CHEMBL5931106,0.124,nM,COc1nc(-c2cccc(-c3cccc(-c4cnc(CN5CCC(C6CCCO6)C5)c(OC)n4)c3Cl)c2Cl)cnc1CNC[C@@H]1CCC(=O)N1,IC50,=,CHEMBL5727827,"Biochemical Protein-Protein Interaction Assay: Compounds were tested in biochemical protein-protein interaction assays to determine if they can specifically block the interaction between the extracellular domains of PD-1/PD-L1 or CTLA/CD80. Binding of the protein pairs is measured using a bead based Amplified Luminescent Proximity Homogeneous Assay (ALPHA) platform. Binding of each protein pair results in proximity of the donor and acceptor beads which leads to an increase in ALPHA signal. Disruption of the protein-protein interaction with a test compound results in a decrease in ALPHA signal. Assays are performed in 25 mM Hepes (pH 7.4), 150 mM NaCl, 3.4 mM EDTA, 0.005% Tween 20, and 0.01% BSA. Final protein concentration in the assays were 0.3 nM (His tagged PD-L1), 2.5 nM (biotinylated Fc-PD-1), 1 nM (His tagged CTLA4) and 1 nM (biotinylated CD80). After an assay reaction time of 60 minutes at 25? C., binding was measured with addition of 20 ?g/mL ALPHA assay acceptor beads (anti-His coated) and 20 g/mL ALPHA assay donor beads (streptavidin coated). IC50 values were calculated from the fit of the dose-response curves to a four-parameter equation.",B,28036682,9.906578315
CHEMBL5931186,0.29,nM,COc1cc(C(=O)Nc2cccc(-c3cccc(NC(=O)c4cc(OC)c(CNCC(C)(C)O)cn4)c3C)c2C)ncc1CNCC(C)(C)O,IC50,=,CHEMBL5729358,"PD1-PDL1 HTRF Binding Activity Test: The effect of compounds and positive compounds of the examples of the present invention on the interaction between PD-1 and PD-L1 was determined by the PD-1/PD-L1 binding assay kit from Cisbio (#64ICP01PEG or 64ICP01PEH). The detailed experimental process was as follows:1. Pre-diluted compound solution, 4 ?L of Tag1-PD-L1 and 4 ?L of Tag2-PD1 were added to each well of a 384-well plate;2. After the mixture was incubated at room temperature for 15 min, 5 ?L of anti-Tag1-Eu3+ antibody and 5 ?L of anti-Tag2-XL665 antibody were then added;3. After incubated for 2 hrs at room temperature or overnight at 4? C., plates were read on Envision of Pelkin Elmer; and readings at 665 nm and 620 nm were recorded, and the ratio of the two readings was taken as a reading for each well;4. The reading of each well after compound treatment was compared with the reading of DMSO treated wells to obtain the percent inhibition of the compound; and5. IC50 values of compounds and positive compounds of the examples of the present invention were determined by non-linear regression analysis of percent inhibition at different compound concentrations.",B,28821059,9.537602002
CHEMBL5932327,0.245,nM,COc1nc(-c2cccc(-c3cccc(-c4cnc(CNC[C@@H]5CCC(=O)N5)c(OC)n4)c3Cl)c2Cl)cnc1CNCC1CCS(=O)(=O)N1,IC50,=,CHEMBL5727827,"Biochemical Protein-Protein Interaction Assay: Compounds were tested in biochemical protein-protein interaction assays to determine if they can specifically block the interaction between the extracellular domains of PD-1/PD-L1 or CTLA/CD80. Binding of the protein pairs is measured using a bead based Amplified Luminescent Proximity Homogeneous Assay (ALPHA) platform. Binding of each protein pair results in proximity of the donor and acceptor beads which leads to an increase in ALPHA signal. Disruption of the protein-protein interaction with a test compound results in a decrease in ALPHA signal. Assays are performed in 25 mM Hepes (pH 7.4), 150 mM NaCl, 3.4 mM EDTA, 0.005% Tween 20, and 0.01% BSA. Final protein concentration in the assays were 0.3 nM (His tagged PD-L1), 2.5 nM (biotinylated Fc-PD-1), 1 nM (His tagged CTLA4) and 1 nM (biotinylated CD80). After an assay reaction time of 60 minutes at 25? C., binding was measured with addition of 20 ?g/mL ALPHA assay acceptor beads (anti-His coated) and 20 g/mL ALPHA assay donor beads (streptavidin coated). IC50 values were calculated from the fit of the dose-response curves to a four-parameter equation.",B,28036373,9.610833916
CHEMBL5932737,0.138,nM,COc1nc(-c2cccc(-c3cccc(-c4cnc(CN5CC(N6CC(O)C6)C5)c(OC)n4)c3Cl)c2Cl)cnc1CNC[C@@H]1CCC(=O)N1,IC50,=,CHEMBL5727827,"Biochemical Protein-Protein Interaction Assay: Compounds were tested in biochemical protein-protein interaction assays to determine if they can specifically block the interaction between the extracellular domains of PD-1/PD-L1 or CTLA/CD80. Binding of the protein pairs is measured using a bead based Amplified Luminescent Proximity Homogeneous Assay (ALPHA) platform. Binding of each protein pair results in proximity of the donor and acceptor beads which leads to an increase in ALPHA signal. Disruption of the protein-protein interaction with a test compound results in a decrease in ALPHA signal. Assays are performed in 25 mM Hepes (pH 7.4), 150 mM NaCl, 3.4 mM EDTA, 0.005% Tween 20, and 0.01% BSA. Final protein concentration in the assays were 0.3 nM (His tagged PD-L1), 2.5 nM (biotinylated Fc-PD-1), 1 nM (His tagged CTLA4) and 1 nM (biotinylated CD80). After an assay reaction time of 60 minutes at 25? C., binding was measured with addition of 20 ?g/mL ALPHA assay acceptor beads (anti-His coated) and 20 g/mL ALPHA assay donor beads (streptavidin coated). IC50 values were calculated from the fit of the dose-response curves to a four-parameter equation.",B,28036499,9.860120914
CHEMBL5932973,1.04,nM,COc1cc(C(=O)Nc2cccc(-c3cccc(NC(=O)c4cc(OC)c(CN5CC[C@H](C(=O)O)C5)cn4)c3C)c2C)ncc1CN1CC[C@H](C(=O)O)C1,IC50,=,CHEMBL5729358,"PD1-PDL1 HTRF Binding Activity Test: The effect of compounds and positive compounds of the examples of the present invention on the interaction between PD-1 and PD-L1 was determined by the PD-1/PD-L1 binding assay kit from Cisbio (#64ICP01PEG or 64ICP01PEH). The detailed experimental process was as follows:1. Pre-diluted compound solution, 4 ?L of Tag1-PD-L1 and 4 ?L of Tag2-PD1 were added to each well of a 384-well plate;2. After the mixture was incubated at room temperature for 15 min, 5 ?L of anti-Tag1-Eu3+ antibody and 5 ?L of anti-Tag2-XL665 antibody were then added;3. After incubated for 2 hrs at room temperature or overnight at 4? C., plates were read on Envision of Pelkin Elmer; and readings at 665 nm and 620 nm were recorded, and the ratio of the two readings was taken as a reading for each well;4. The reading of each well after compound treatment was compared with the reading of DMSO treated wells to obtain the percent inhibition of the compound; and5. IC50 values of compounds and positive compounds of the examples of the present invention were determined by non-linear regression analysis of percent inhibition at different compound concentrations.",B,28820894,8.982966661
CHEMBL5932985,0.064,nM,COc1nc(-c2cccc(-c3cccc4c3CC[C@@H]4Nc3nc(OC)c(CN[C@@H](C)C(=O)O)cc3C(F)(F)F)c2Cl)ccc1CN[C@H]1C[C@](C)(O)C1,IC50,=,CHEMBL5727946,"PD-1/PD-L1 & CTLA/CD80 Biochemical Protein-Protein Interaction Assay: Compounds were tested in biochemical protein-protein interaction assays to determine if they can specifically block the interaction between the extracellular domains of PD-1/PD-L1 or CTLA/CD80. Binding of the protein pairs is measured using a bead based Amplified Luminescent Proximity Homogeneous Assay (ALPHA) platform. Binding of each protein pair results in proximity of the donor and acceptor beads which leads to an increase in ALPHA signal. Disruption of the protein-protein interaction with a test compound results in a decrease in ALPHA signal. Assays are performed in 25 mM Hepes (pH 7.4), 150 mM NaCl, 3.4 mM EDTA, 0.005% Tween 20, and 0.01% BSA. Final protein concentration in the assays were 0.3 nM (His tagged PD-L1), 2.5 nM (biotinylated Fc-PD-1), 1 nM (His tagged CTLA4) and 1 nM (biotinylated CD80). After an assay reaction time of 60 minutes at 25? C., binding was measured with addition of 20 ?g/mL ALPHA assay acceptor beads (anti-His coated) and 20 ?g/mL ALPHA assay donor beads (streptavidin coated). IC50 values were calculated from the fit of the dose-response curves to a four-parameter equation.",B,28103474,10.19382003
CHEMBL5933475,0.424,nM,COc1nc(-c2cccc(-c3cccc(-c4cnc(CNC5CC6(C5)CS(=O)(=O)C6)c(OC)n4)c3Cl)c2Cl)cnc1CNC[C@@H]1CCC(=O)N1,IC50,=,CHEMBL5727827,"Biochemical Protein-Protein Interaction Assay: Compounds were tested in biochemical protein-protein interaction assays to determine if they can specifically block the interaction between the extracellular domains of PD-1/PD-L1 or CTLA/CD80. Binding of the protein pairs is measured using a bead based Amplified Luminescent Proximity Homogeneous Assay (ALPHA) platform. Binding of each protein pair results in proximity of the donor and acceptor beads which leads to an increase in ALPHA signal. Disruption of the protein-protein interaction with a test compound results in a decrease in ALPHA signal. Assays are performed in 25 mM Hepes (pH 7.4), 150 mM NaCl, 3.4 mM EDTA, 0.005% Tween 20, and 0.01% BSA. Final protein concentration in the assays were 0.3 nM (His tagged PD-L1), 2.5 nM (biotinylated Fc-PD-1), 1 nM (His tagged CTLA4) and 1 nM (biotinylated CD80). After an assay reaction time of 60 minutes at 25? C., binding was measured with addition of 20 ?g/mL ALPHA assay acceptor beads (anti-His coated) and 20 g/mL ALPHA assay donor beads (streptavidin coated). IC50 values were calculated from the fit of the dose-response curves to a four-parameter equation.",B,28036544,9.372634143
CHEMBL5933566,0.118,nM,COc1nc(-c2cccc(-c3cccc(-c4cnc(C5=NCCN5)c(OC)n4)c3Cl)c2Cl)cnc1CN,IC50,=,CHEMBL5727827,"Biochemical Protein-Protein Interaction Assay: Compounds were tested in biochemical protein-protein interaction assays to determine if they can specifically block the interaction between the extracellular domains of PD-1/PD-L1 or CTLA/CD80. Binding of the protein pairs is measured using a bead based Amplified Luminescent Proximity Homogeneous Assay (ALPHA) platform. Binding of each protein pair results in proximity of the donor and acceptor beads which leads to an increase in ALPHA signal. Disruption of the protein-protein interaction with a test compound results in a decrease in ALPHA signal. Assays are performed in 25 mM Hepes (pH 7.4), 150 mM NaCl, 3.4 mM EDTA, 0.005% Tween 20, and 0.01% BSA. Final protein concentration in the assays were 0.3 nM (His tagged PD-L1), 2.5 nM (biotinylated Fc-PD-1), 1 nM (His tagged CTLA4) and 1 nM (biotinylated CD80). After an assay reaction time of 60 minutes at 25? C., binding was measured with addition of 20 ?g/mL ALPHA assay acceptor beads (anti-His coated) and 20 g/mL ALPHA assay donor beads (streptavidin coated). IC50 values were calculated from the fit of the dose-response curves to a four-parameter equation.",B,28037192,9.928117993
CHEMBL5933573,1.43,nM,Cc1c(NC(=O)c2cc(C3CC3)c(CNC(C(=O)O)C(=O)O)cn2)cccc1-c1cccc(NC(=O)c2cc(C3CC3)c(CNC(C(=O)O)C(=O)O)cn2)c1C,IC50,=,CHEMBL5729358,"PD1-PDL1 HTRF Binding Activity Test: The effect of compounds and positive compounds of the examples of the present invention on the interaction between PD-1 and PD-L1 was determined by the PD-1/PD-L1 binding assay kit from Cisbio (#64ICP01PEG or 64ICP01PEH). The detailed experimental process was as follows:1. Pre-diluted compound solution, 4 ?L of Tag1-PD-L1 and 4 ?L of Tag2-PD1 were added to each well of a 384-well plate;2. After the mixture was incubated at room temperature for 15 min, 5 ?L of anti-Tag1-Eu3+ antibody and 5 ?L of anti-Tag2-XL665 antibody were then added;3. After incubated for 2 hrs at room temperature or overnight at 4? C., plates were read on Envision of Pelkin Elmer; and readings at 665 nm and 620 nm were recorded, and the ratio of the two readings was taken as a reading for each well;4. The reading of each well after compound treatment was compared with the reading of DMSO treated wells to obtain the percent inhibition of the compound; and5. IC50 values of compounds and positive compounds of the examples of the present invention were determined by non-linear regression analysis of percent inhibition at different compound concentrations.",B,28821116,8.844663963
CHEMBL5933829,55,nM,Cc1c(-c2ccccc2)cccc1-c1nc2cc(CNCCO)ncc2o1,IC50,=,CHEMBL5729578,Time-Resolved Fluorescence (HTRF) Binding Assay: Inhibitors were first serially diluted in DMSO and then added to the plate wells before the addition of other reaction components. The final concentration of DMSO in the assay was 1%. The assay were carried out at 24C in the PBS buffer (pH 7.4) with 0.05% Tween-20 and 0.1% BSA. Recombinant human PD-L1 protein (19-238) with a His-tag at the C-terminus was purchased from AcroBiosystem (PDI-H5229). Recombinant human PD-1 protein (25-167) with Fc tag at the C-terminus was also purchased from AcroBiosystem (PD1-H5257). PD-L1 proteins were diluted in the assay buffer and 10ul was added to the plate well. Plates were centrifuged and proteins were preincubated with inhibitors for 40 minutes.,B,28939361,7.259637311
CHEMBL5933917,0.088,nM,CNC(=O)C1CCN(Cc2cc(Cl)c(O[C@H]3CCc4c(-c5cccc(-c6cnc(CNC[C@@H]7CCC(=O)N7)c(OC)n6)c5Cl)cccc43)nc2OC)C1,IC50,=,CHEMBL5727946,"PD-1/PD-L1 & CTLA/CD80 Biochemical Protein-Protein Interaction Assay: Compounds were tested in biochemical protein-protein interaction assays to determine if they can specifically block the interaction between the extracellular domains of PD-1/PD-L1 or CTLA/CD80. Binding of the protein pairs is measured using a bead based Amplified Luminescent Proximity Homogeneous Assay (ALPHA) platform. Binding of each protein pair results in proximity of the donor and acceptor beads which leads to an increase in ALPHA signal. Disruption of the protein-protein interaction with a test compound results in a decrease in ALPHA signal. Assays are performed in 25 mM Hepes (pH 7.4), 150 mM NaCl, 3.4 mM EDTA, 0.005% Tween 20, and 0.01% BSA. Final protein concentration in the assays were 0.3 nM (His tagged PD-L1), 2.5 nM (biotinylated Fc-PD-1), 1 nM (His tagged CTLA4) and 1 nM (biotinylated CD80). After an assay reaction time of 60 minutes at 25? C., binding was measured with addition of 20 ?g/mL ALPHA assay acceptor beads (anti-His coated) and 20 ?g/mL ALPHA assay donor beads (streptavidin coated). IC50 values were calculated from the fit of the dose-response curves to a four-parameter equation.",B,28103687,10.05551733
CHEMBL5934076,0.064,nM,COc1nc(-c2cccc(-c3cccc4c3CC[C@@H]4Nc3nc(OC)c(CNC(C)(C)C(=O)O)cc3C(F)(F)F)c2Cl)ccc1CN[C@H]1C[C@](C)(O)C1,IC50,=,CHEMBL5727946,"PD-1/PD-L1 & CTLA/CD80 Biochemical Protein-Protein Interaction Assay: Compounds were tested in biochemical protein-protein interaction assays to determine if they can specifically block the interaction between the extracellular domains of PD-1/PD-L1 or CTLA/CD80. Binding of the protein pairs is measured using a bead based Amplified Luminescent Proximity Homogeneous Assay (ALPHA) platform. Binding of each protein pair results in proximity of the donor and acceptor beads which leads to an increase in ALPHA signal. Disruption of the protein-protein interaction with a test compound results in a decrease in ALPHA signal. Assays are performed in 25 mM Hepes (pH 7.4), 150 mM NaCl, 3.4 mM EDTA, 0.005% Tween 20, and 0.01% BSA. Final protein concentration in the assays were 0.3 nM (His tagged PD-L1), 2.5 nM (biotinylated Fc-PD-1), 1 nM (His tagged CTLA4) and 1 nM (biotinylated CD80). After an assay reaction time of 60 minutes at 25? C., binding was measured with addition of 20 ?g/mL ALPHA assay acceptor beads (anti-His coated) and 20 ?g/mL ALPHA assay donor beads (streptavidin coated). IC50 values were calculated from the fit of the dose-response curves to a four-parameter equation.",B,28103552,10.19382003
CHEMBL5934092,1.99,nM,CCOC(=O)C1CN(Cc2cc(Cl)c(O[C@H]3CCc4c(-c5cccc(-c6ccc(CNC[C@@H]7CCC(=O)N7)c(OC)n6)c5Cl)cccc43)nc2OC)C1,IC50,=,CHEMBL5727946,"PD-1/PD-L1 & CTLA/CD80 Biochemical Protein-Protein Interaction Assay: Compounds were tested in biochemical protein-protein interaction assays to determine if they can specifically block the interaction between the extracellular domains of PD-1/PD-L1 or CTLA/CD80. Binding of the protein pairs is measured using a bead based Amplified Luminescent Proximity Homogeneous Assay (ALPHA) platform. Binding of each protein pair results in proximity of the donor and acceptor beads which leads to an increase in ALPHA signal. Disruption of the protein-protein interaction with a test compound results in a decrease in ALPHA signal. Assays are performed in 25 mM Hepes (pH 7.4), 150 mM NaCl, 3.4 mM EDTA, 0.005% Tween 20, and 0.01% BSA. Final protein concentration in the assays were 0.3 nM (His tagged PD-L1), 2.5 nM (biotinylated Fc-PD-1), 1 nM (His tagged CTLA4) and 1 nM (biotinylated CD80). After an assay reaction time of 60 minutes at 25? C., binding was measured with addition of 20 ?g/mL ALPHA assay acceptor beads (anti-His coated) and 20 ?g/mL ALPHA assay donor beads (streptavidin coated). IC50 values were calculated from the fit of the dose-response curves to a four-parameter equation.",B,28103918,8.701146924
CHEMBL5934208,0.064,nM,COc1nc(-c2cccc(-c3cccc4c3CC[C@@H]4Oc3nc(OC)c(CN4CC[C@@H](C(=O)O)C4)cc3C(F)(F)F)c2Cl)ccc1CN[C@H]1C[C@](C)(O)C1,IC50,=,CHEMBL5727946,"PD-1/PD-L1 & CTLA/CD80 Biochemical Protein-Protein Interaction Assay: Compounds were tested in biochemical protein-protein interaction assays to determine if they can specifically block the interaction between the extracellular domains of PD-1/PD-L1 or CTLA/CD80. Binding of the protein pairs is measured using a bead based Amplified Luminescent Proximity Homogeneous Assay (ALPHA) platform. Binding of each protein pair results in proximity of the donor and acceptor beads which leads to an increase in ALPHA signal. Disruption of the protein-protein interaction with a test compound results in a decrease in ALPHA signal. Assays are performed in 25 mM Hepes (pH 7.4), 150 mM NaCl, 3.4 mM EDTA, 0.005% Tween 20, and 0.01% BSA. Final protein concentration in the assays were 0.3 nM (His tagged PD-L1), 2.5 nM (biotinylated Fc-PD-1), 1 nM (His tagged CTLA4) and 1 nM (biotinylated CD80). After an assay reaction time of 60 minutes at 25? C., binding was measured with addition of 20 ?g/mL ALPHA assay acceptor beads (anti-His coated) and 20 ?g/mL ALPHA assay donor beads (streptavidin coated). IC50 values were calculated from the fit of the dose-response curves to a four-parameter equation.",B,28103609,10.19382003
CHEMBL5934241,55,nM,Cc1c(-c2ccccc2)cccc1-c1cc2nc(CN3CCCC[C@H]3C(=O)O)cc(C)c2o1,IC50,=,CHEMBL5729578,Time-Resolved Fluorescence (HTRF) Binding Assay: Inhibitors were first serially diluted in DMSO and then added to the plate wells before the addition of other reaction components. The final concentration of DMSO in the assay was 1%. The assay were carried out at 24C in the PBS buffer (pH 7.4) with 0.05% Tween-20 and 0.1% BSA. Recombinant human PD-L1 protein (19-238) with a His-tag at the C-terminus was purchased from AcroBiosystem (PDI-H5229). Recombinant human PD-1 protein (25-167) with Fc tag at the C-terminus was also purchased from AcroBiosystem (PD1-H5257). PD-L1 proteins were diluted in the assay buffer and 10ul was added to the plate well. Plates were centrifuged and proteins were preincubated with inhibitors for 40 minutes.,B,28939274,7.259637311
CHEMBL5934347,0.064,nM,COc1cc(-c2cccc(-c3cccc4c3CC[C@@H]4Nc3nc(OC)c(CNC4(C(=O)O)CC4)nc3C(F)(F)F)c2Cl)cc(F)c1CNC[C@@H]1CCC(=O)N1,IC50,=,CHEMBL5727946,"PD-1/PD-L1 & CTLA/CD80 Biochemical Protein-Protein Interaction Assay: Compounds were tested in biochemical protein-protein interaction assays to determine if they can specifically block the interaction between the extracellular domains of PD-1/PD-L1 or CTLA/CD80. Binding of the protein pairs is measured using a bead based Amplified Luminescent Proximity Homogeneous Assay (ALPHA) platform. Binding of each protein pair results in proximity of the donor and acceptor beads which leads to an increase in ALPHA signal. Disruption of the protein-protein interaction with a test compound results in a decrease in ALPHA signal. Assays are performed in 25 mM Hepes (pH 7.4), 150 mM NaCl, 3.4 mM EDTA, 0.005% Tween 20, and 0.01% BSA. Final protein concentration in the assays were 0.3 nM (His tagged PD-L1), 2.5 nM (biotinylated Fc-PD-1), 1 nM (His tagged CTLA4) and 1 nM (biotinylated CD80). After an assay reaction time of 60 minutes at 25? C., binding was measured with addition of 20 ?g/mL ALPHA assay acceptor beads (anti-His coated) and 20 ?g/mL ALPHA assay donor beads (streptavidin coated). IC50 values were calculated from the fit of the dose-response curves to a four-parameter equation.",B,28103372,10.19382003
CHEMBL5934528,0.359,nM,COc1nc(-c2cccc(-c3cccc(-c4cnc(CN(C)C[C@@H]5CCC(=O)N5)c(OC)n4)c3Cl)c2Cl)cnc1CNC[C@@H]1CCC(=O)N1,IC50,=,CHEMBL5727827,"Biochemical Protein-Protein Interaction Assay: Compounds were tested in biochemical protein-protein interaction assays to determine if they can specifically block the interaction between the extracellular domains of PD-1/PD-L1 or CTLA/CD80. Binding of the protein pairs is measured using a bead based Amplified Luminescent Proximity Homogeneous Assay (ALPHA) platform. Binding of each protein pair results in proximity of the donor and acceptor beads which leads to an increase in ALPHA signal. Disruption of the protein-protein interaction with a test compound results in a decrease in ALPHA signal. Assays are performed in 25 mM Hepes (pH 7.4), 150 mM NaCl, 3.4 mM EDTA, 0.005% Tween 20, and 0.01% BSA. Final protein concentration in the assays were 0.3 nM (His tagged PD-L1), 2.5 nM (biotinylated Fc-PD-1), 1 nM (His tagged CTLA4) and 1 nM (biotinylated CD80). After an assay reaction time of 60 minutes at 25? C., binding was measured with addition of 20 ?g/mL ALPHA assay acceptor beads (anti-His coated) and 20 g/mL ALPHA assay donor beads (streptavidin coated). IC50 values were calculated from the fit of the dose-response curves to a four-parameter equation.",B,28037180,9.444905551
CHEMBL5934551,0.396,nM,COc1nc(-c2cccc(-c3cccc(-c4ccc(CN5CC(O)C5)c(C#N)c4)c3Cl)c2Cl)cnc1CNC[C@@H]1CCC(=O)N1,IC50,=,CHEMBL5727827,"Biochemical Protein-Protein Interaction Assay: Compounds were tested in biochemical protein-protein interaction assays to determine if they can specifically block the interaction between the extracellular domains of PD-1/PD-L1 or CTLA/CD80. Binding of the protein pairs is measured using a bead based Amplified Luminescent Proximity Homogeneous Assay (ALPHA) platform. Binding of each protein pair results in proximity of the donor and acceptor beads which leads to an increase in ALPHA signal. Disruption of the protein-protein interaction with a test compound results in a decrease in ALPHA signal. Assays are performed in 25 mM Hepes (pH 7.4), 150 mM NaCl, 3.4 mM EDTA, 0.005% Tween 20, and 0.01% BSA. Final protein concentration in the assays were 0.3 nM (His tagged PD-L1), 2.5 nM (biotinylated Fc-PD-1), 1 nM (His tagged CTLA4) and 1 nM (biotinylated CD80). After an assay reaction time of 60 minutes at 25? C., binding was measured with addition of 20 ?g/mL ALPHA assay acceptor beads (anti-His coated) and 20 g/mL ALPHA assay donor beads (streptavidin coated). IC50 values were calculated from the fit of the dose-response curves to a four-parameter equation.",B,28035914,9.402304814
